GENE ID	LOCUS TAG	PRODUCT NAME	SCAFFOLD ID	GENE SEQ LENGTH	READS COUNT	COVERAGE	 MEDIAN	READS COUNT ANTISENSE	COVERAGE ANTISENSE	MEDIAN ANTISENSE
3300055431 assembled Ga0505481_01495_47_1105	null	photosystem II P680 reaction center D2 protein	Ga0505481_01495	1059	1188	6.13601810723201e-08	81	0	0	0
3300055431 assembled Ga0505481_18370_376_606	null	hypothetical protein	Ga0505481_18370	231	42	9.94496965956335e-09	23	0	0	0
3300055431 assembled Ga0505481_08786_435_911	null	cellobiose-specific phosphotransferase system component IIA	Ga0505481_08786	477	767	8.79514769577945e-08	194	0	0	0
3300055431 assembled Ga0505481_22475_2_541	null	Ca-activated chloride channel family protein	Ga0505481_22475	540	28	2.83615801402362e-09	6	0	0	0
3300055431 assembled Ga0505481_02072_24_1496	null	microfibrillar-associated protein 1	Ga0505481_02072	1473	747	2.7738566087112e-08	63	0	0	0
3300055431 assembled Ga0505481_09258_783_884	null	hypothetical protein	Ga0505481_09258	102	31	1.6623699283878e-08	29	0	0	0
3300055431 assembled Ga0505481_10214_130_606	null	N-acetylneuraminic acid mutarotase	Ga0505481_10214	477	31	3.55475330598648e-09	4	86	9.8615736875754e-09	21
3300055431 assembled Ga0505481_04334_890_1219	null	hypothetical protein	Ga0505481_04334	330	3206	5.31392878809335e-07	1202	8	1.32599595460845e-09	0
3300055431 assembled Ga0505481_08185_3_920	null	glycerol-3-phosphate dehydrogenase	Ga0505481_08185	918	178	1.0605800976811e-08	16	0	0	0
3300055431 assembled Ga0505481_15776_46_660	null	large subunit ribosomal protein L5e	Ga0505481_15776	615	58	5.15844767707432e-09	11	0	0	0
3300055431 assembled Ga0505481_14515_3_86	null	hypothetical protein	Ga0505481_14515	84	37	2.40928729252517e-08	24	0	0	0
3300055431 assembled Ga0505481_05850_238_681	null	hyperosmotically inducible protein	Ga0505481_05850	444	243	2.99357025901045e-08	62	0	0	0
3300055431 assembled Ga0505481_02922_430_864	null	hypothetical protein	Ga0505481_02922	435	401	5.04221392739471e-08	84	0	0	0
3300055431 assembled Ga0505481_01843_489_599	null	phosphoenolpyruvate carboxykinase (ATP)	Ga0505481_01843	111	274	1.35018642134793e-07	188	0	0	0
3300055431 assembled Ga0505481_14591_470_691	null	arginine/ornithine N-succinyltransferase beta subunit	Ga0505481_14591	222	66	1.62613693082049e-08	40	0	0	0
3300055431 assembled Ga0505481_08347_835_936	null	hypothetical protein	Ga0505481_08347	102	34	1.82324443758661e-08	21.5	0	0	0
3300055431 assembled Ga0505481_13234_191_448	null	hypothetical protein	Ga0505481_13234	258	85	1.80204392087049e-08	34	0	0	0
3300055431 assembled Ga0505481_17021_1_606	null	adenosine kinase	Ga0505481_17021	606	158	1.42610208484498e-08	36	0	0	0
3300055431 assembled Ga0505481_04422_21_1262	null	succinate dehydrogenase (ubiquinone) flavoprotein subunit	Ga0505481_04422	1242	169	7.44271280077628e-09	19	0	0	0
3300055431 assembled Ga0505481_11121_1_801	null	hypothetical protein	Ga0505481_11121	801	155	1.05843778211957e-08	24	8	5.46290468190746e-10	0
3300055431 assembled Ga0505481_19631_1_585	null	hypothetical protein	Ga0505481_19631	585	59	5.51648317013386e-09	15	0	0	0
3300055431 assembled Ga0505481_21103_90_551	null	hypothetical protein	Ga0505481_21103	462	126	1.4917454489345e-08	27	0	0	0
3300055431 assembled Ga0505481_02757_132_1487	null	tubulin alpha	Ga0505481_02757	1356	1335	5.38502505349144e-08	125	0	0	0
3300055431 assembled Ga0505481_11034_25_732	null	light-harvesting complex I chlorophyll a/b binding protein 1	Ga0505481_11034	708	162	1.25154914783488e-08	32	0	0	0
3300055431 assembled Ga0505481_20677_269_568	null	hypothetical protein	Ga0505481_20677	300	110	2.00556888134528e-08	44	1	1.82324443758661e-10	0
3300055431 assembled Ga0505481_10546_46_501	null	CTD small phosphatase-like protein 2	Ga0505481_10546	456	66	7.91671926846819e-09	16	0	0	0
3300055431 assembled Ga0505481_15998_1_540	null	major vault protein	Ga0505481_15998	540	1745	1.76753419088258e-07	459.5	0	0	0
3300055431 assembled Ga0505481_21122_50_562	null	ornithine carbamoyltransferase	Ga0505481_21122	513	102	1.08754931364816e-08	29	0	0	0
3300055431 assembled Ga0505481_11791_61_711	null	lipid-binding SYLF domain-containing protein	Ga0505481_11791	651	2237	1.87953815985311e-07	479	0	0	0
3300055431 assembled Ga0505481_11931_126_770	null	succinate dehydrogenase (ubiquinone) iron-sulfur subunit	Ga0505481_11931	645	120	1.01762480237392e-08	22	0	0	0
3300055431 assembled Ga0505481_19734_1_558	null	phosphatidylserine/phosphatidylglycerophosphate/cardiolipin synthase-like enzyme	Ga0505481_19734	558	108	1.05865806053416e-08	27	0	0	0
3300055431 assembled Ga0505481_18178_236_556	null	hypothetical protein	Ga0505481_18178	321	67	1.14165773194676e-08	20	0	0	0
3300055431 assembled Ga0505481_01865_1_96	null	hypothetical protein	Ga0505481_01865	96	7	3.98834720722072e-09	6	0	0	0
3300055431 assembled Ga0505481_12316_1_96	null	hypothetical protein	Ga0505481_12316	96	19	1.08255138481705e-08	9	0	0	0
3300055431 assembled Ga0505481_00980_213_2027	null	hypothetical protein	Ga0505481_00980	1815	810	2.44103800734737e-08	45	16	4.82180347130344e-10	0
3300055431 assembled Ga0505481_15963_36_656	null	hypothetical protein	Ga0505481_15963	621	91	8.01522917006676e-09	15	0	0	0
3300055431 assembled Ga0505481_11098_188_676	null	hypothetical protein	Ga0505481_11098	489	81	9.06029444444882e-09	21	0	0	0
3300055431 assembled Ga0505481_13521_100_567	null	small subunit ribosomal protein S18e	Ga0505481_13521	468	412	4.81523530952362e-08	109.5	0	0	0
3300055431 assembled Ga0505481_15579_134_637	null	prolyl 4-hydroxylase	Ga0505481_15579	504	294	3.19067776577658e-08	74	0	0	0
3300055431 assembled Ga0505481_15679_22_600	null	large subunit ribosomal protein L18e	Ga0505481_15679	579	606	5.72479859677455e-08	151	0	0	0
3300055431 assembled Ga0505481_18318_69_605	null	acyl-CoA oxidase	Ga0505481_18318	537	77	7.84300679855694e-09	16	0	0	0
3300055431 assembled Ga0505481_15864_1_135	null	hypothetical protein	Ga0505481_15864	135	13	5.26715059747244e-09	12	0	0	0
3300055431 assembled Ga0505481_13298_2_706	null	hypothetical protein	Ga0505481_13298	705	278	2.15685937723012e-08	53	0	0	0
3300055431 assembled Ga0505481_01159_3_2006	null	hypothetical protein	Ga0505481_01159	2004	613	1.6731270063482e-08	35	0	0	0
3300055431 assembled Ga0505481_17327_2_91	null	hypothetical protein	Ga0505481_17327	90	5	3.03874072931102e-09	1	2	1.21549629172441e-09	2
3300055431 assembled Ga0505481_04309_763_1278	null	hypothetical protein	Ga0505481_04309	516	144	1.52643720356089e-08	36	10	1.06002583580617e-09	0
3300055431 assembled Ga0505481_23211_3_533	null	WD40 repeat protein	Ga0505481_23211	531	59	6.07748145862205e-09	14	0	0	0
3300055431 assembled Ga0505481_07557_375_986	null	chromosome segregation ATPase	Ga0505481_07557	612	51	4.55811109396654e-09	11	0	0	0
3300055431 assembled Ga0505481_19875_13_441	null	hypothetical protein	Ga0505481_19875	429	181	2.30774295946278e-08	55	0	0	0
3300055431 assembled Ga0505481_17805_1_618	null	formate C-acetyltransferase	Ga0505481_17805	618	73	6.46101184193315e-09	17	0	0	0
3300055431 assembled Ga0505481_10970_3_764	null	Ca2+-transporting ATPase	Ga0505481_10970	762	106	7.60881536945595e-09	16	0	0	0
3300055431 assembled Ga0505481_02450_67_1560	null	kynurenine 3-monooxygenase	Ga0505481_02450	1494	2419	8.85628171590767e-08	199	0	0	0
3300055431 assembled Ga0505481_16425_3_593	null	large subunit ribosomal protein L4e	Ga0505481_16425	591	53	4.90517539046145e-09	12	0	0	0
3300055431 assembled Ga0505481_09503_1_765	null	hypothetical protein	Ga0505481_09503	765	128	9.15197207886614e-09	16	0	0	0
3300055431 assembled Ga0505481_07084_123_341	null	hypothetical protein	Ga0505481_07084	219	159	3.97117624077085e-08	72	0	0	0
3300055431 assembled Ga0505481_05561_40_1017	null	xylem cysteine proteinase	Ga0505481_05561	978	234	1.3087091975315e-08	33	0	0	0
3300055431 assembled Ga0505481_25116_91_510	null	large subunit ribosomal protein L19	Ga0505481_25116	420	123	1.60185047016538e-08	29	0	0	0
3300055431 assembled Ga0505481_24182_281_520	null	hypothetical protein	Ga0505481_24182	240	51	1.16231832896147e-08	24	0	0	0
3300055431 assembled Ga0505481_13605_3_656	null	hypothetical protein	Ga0505481_13605	654	97	8.11260139660099e-09	18	0	0	0
3300055431 assembled Ga0505481_06499_129_974	null	hypothetical protein	Ga0505481_06499	846	225	1.45471630658506e-08	26	0	0	0
3300055431 assembled Ga0505481_16572_1_75	null	hypothetical protein	Ga0505481_16572	75	83	6.05317153278756e-08	19	0	0	0
3300055431 assembled Ga0505481_02853_84_1451	null	hypothetical protein	Ga0505481_02853	1368	641	2.56293790458996e-08	52	0	0	0
3300055431 assembled Ga0505481_16243_222_458	null	hypothetical protein	Ga0505481_16243	237	58	1.33858452379777e-08	20	0	0	0
3300055431 assembled Ga0505481_14770_1_336	null	hypothetical protein	Ga0505481_14770	336	117	1.9046392785503e-08	38	0	0	0
3300055431 assembled Ga0505481_18495_30_602	null	3-phosphoglycerate kinase	Ga0505481_18495	573	58	5.53655378953003e-09	14	0	0	0
3300055431 assembled Ga0505481_02375_1_93	null	hypothetical protein	Ga0505481_02375	93	16	9.41029387141478e-09	3	0	0	0
3300055431 assembled Ga0505481_01316_165_1850	null	sodium-dependent phosphate transporter	Ga0505481_01316	1686	34309	1.1130550428676e-06	2482	73	2.36827124455201e-09	0
3300055431 assembled Ga0505481_10560_213_524	null	small subunit ribosomal protein S10	Ga0505481_10560	312	76	1.33237093515945e-08	9	0	0	0
3300055431 assembled Ga0505481_14118_2_505	null	poly-gamma-glutamate synthesis protein (capsule biosynthesis protein)	Ga0505481_14118	504	91	9.87590737026083e-09	29	0	0	0
3300055431 assembled Ga0505481_25137_2_349	null	pre-mRNA-processing factor 8	Ga0505481_25137	348	19	2.98634864777118e-09	8	0	0	0
3300055431 assembled Ga0505481_05878_59_1111	null	hypothetical protein	Ga0505481_05878	1053	126	6.54498003236221e-09	11	0	0	0
3300055431 assembled Ga0505481_05376_148_750	null	hypothetical protein	Ga0505481_05376	603	270	2.4491343191462e-08	42	0	0	0
3300055431 assembled Ga0505481_23891_272_526	null	elongation factor Tu	Ga0505481_23891	255	29	6.22048102235433e-09	15	0	0	0
3300055431 assembled Ga0505481_02657_271_1539	null	adenosylhomocysteinase	Ga0505481_02657	1269	36270	1.56333512414342e-06	2541	2	8.62054107605964e-11	0
3300055431 assembled Ga0505481_16482_188_544	null	hypothetical protein	Ga0505481_16482	357	39	5.97533891309899e-09	12	0	0	0
3300055431 assembled Ga0505481_15178_259_618	null	hypothetical protein	Ga0505481_15178	360	64	9.72397033379528e-09	24	0	0	0
3300055431 assembled Ga0505481_15007_3_617	null	tubulin alpha	Ga0505481_15007	615	114	1.01390178480426e-08	26	0	0	0
3300055431 assembled Ga0505481_00375_2372_2737	null	hypothetical protein	Ga0505481_00375	366	1646	2.45988552808817e-07	473	0	0	0
3300055431 assembled Ga0505481_09455_780_875	null	hypothetical protein	Ga0505481_09455	96	35	1.99417360361036e-08	26	0	0	0
3300055431 assembled Ga0505481_17060_201_551	null	hypothetical protein	Ga0505481_17060	351	23	3.58415573200787e-09	5	0	0	0
3300055431 assembled Ga0505481_08650_58_918	null	serine/threonine protein kinase	Ga0505481_08650	861	409	2.59828214276281e-08	64	0	0	0
3300055431 assembled Ga0505481_10308_194_820	null	heme oxygenase	Ga0505481_10308	627	77	6.71721634900332e-09	12	18	1.57025836729948e-09	0
3300055431 assembled Ga0505481_08649_2_919	null	fructose-1,6-bisphosphatase I	Ga0505481_08649	918	258	1.53724531012205e-08	31	0	0	0
3300055431 assembled Ga0505481_20969_3_563	null	hypothetical protein	Ga0505481_20969	561	56	5.45998334250537e-09	13	0	0	0
3300055431 assembled Ga0505481_16013_36_518	null	hypothetical protein	Ga0505481_16013	483	66	7.47416974414389e-09	20	4	4.52979984493569e-10	0
3300055431 assembled Ga0505481_11275_180_386	null	hypothetical protein	Ga0505481_11275	207	73	1.92893976730178e-08	6	0	0	0
3300055431 assembled Ga0505481_08891_1_813	null	hypothetical protein	Ga0505481_08891	813	123	8.27524228129718e-09	20	0	0	0
3300055431 assembled Ga0505481_02044_1027_1722	null	hypothetical protein	Ga0505481_02044	696	147	1.15524539795359e-08	25	0	0	0
3300055431 assembled Ga0505481_01063_132_1400	null	hypothetical protein	Ga0505481_01063	1269	2306	9.93948386069677e-08	225	0	0	0
3300055431 assembled Ga0505481_02394_1143_1610	null	YggT family protein	Ga0505481_02394	468	119	1.39080825687697e-08	28	50	5.84373217175197e-09	0
3300055431 assembled Ga0505481_21530_7_555	null	large subunit ribosomal protein L8e	Ga0505481_21530	549	29	2.88929446393507e-09	7	0	0	0
3300055431 assembled Ga0505481_05671_818_1087	null	hypothetical protein	Ga0505481_05671	270	785	1.5902743150061e-07	411	75	1.51937036465551e-08	33
3300055431 assembled Ga0505481_12408_235_618	null	monothiol glutaredoxin	Ga0505481_12408	384	230	3.27614234878845e-08	59	0	0	0
3300055431 assembled Ga0505481_22784_98_538	null	hypothetical protein	Ga0505481_22784	441	127	1.57518396988776e-08	22	0	0	0
3300055431 assembled Ga0505481_01743_1607_1819	null	granule-bound starch synthase	Ga0505481_01743	213	16	4.10871985935012e-09	10	0	0	0
3300055431 assembled Ga0505481_15298_68_409	null	hypothetical protein	Ga0505481_15298	342	180	2.87880700671571e-08	63	0	0	0
3300055431 assembled Ga0505481_12323_156_707	null	hypothetical protein	Ga0505481_12323	552	233	2.30878235846566e-08	49	0	0	0
3300055431 assembled Ga0505481_08041_489_722	null	ubiquitin C	Ga0505481_08041	234	346	8.08772532570473e-08	141	0	0	0
3300055431 assembled Ga0505481_25645_290_472	null	hypothetical protein	Ga0505481_25645	183	21	6.27674314578998e-09	8	0	0	0
3300055431 assembled Ga0505481_17035_438_632	null	hypothetical protein	Ga0505481_17035	195	78	2.18789332510394e-08	44	0	0	0
3300055431 assembled Ga0505481_00287_49_396	null	hypothetical protein	Ga0505481_00287	348	1157	1.81852915024803e-07	399	0	0	0
3300055431 assembled Ga0505481_03232_112_1419	null	hypothetical protein	Ga0505481_03232	1308	4586	1.91775206210372e-07	358.5	6	2.5090519783302e-10	0
3300055431 assembled Ga0505481_03366_1_1419	null	hypothetical protein	Ga0505481_03366	1419	175	6.74561895513018e-09	16	0	0	0
3300055431 assembled Ga0505481_11474_1_342	null	hypothetical protein	Ga0505481_11474	342	69	1.10354268590769e-08	11	10	1.59933722595317e-09	4
3300055431 assembled Ga0505481_04654_132_1130	null	hypothetical protein	Ga0505481_04654	999	438	2.39814133232113e-08	53	0	0	0
3300055431 assembled Ga0505481_25685_1_468	null	pyruvate carboxylase	Ga0505481_25685	468	149	1.74143218718209e-08	26	0	0	0
3300055431 assembled Ga0505481_16204_3_299	null	hypothetical protein	Ga0505481_16204	297	66	1.21549629172441e-08	26	0	0	0
3300055431 assembled Ga0505481_07568_285_902	null	hypothetical protein	Ga0505481_07568	618	188	1.66393181682662e-08	41	12	1.06208413839997e-09	10
3300055431 assembled Ga0505481_04421_263_1213	null	hypothetical protein	Ga0505481_04421	951	1805	1.03815653307377e-07	278	0	0	0
3300055431 assembled Ga0505481_14039_257_703	null	uncharacterized protein (TIGR00369 family)	Ga0505481_14039	447	222	2.71651184660556e-08	57	0	0	0
3300055431 assembled Ga0505481_10741_2_211	null	hypothetical protein	Ga0505481_10741	210	147	3.82881331893189e-08	35	0	0	0
3300055431 assembled Ga0505481_22626_27_539	null	putative hydrolase of the HAD superfamily	Ga0505481_22626	513	52	5.54436904997099e-09	13	0	0	0
3300055431 assembled Ga0505481_16878_21_611	null	DnaJ-class molecular chaperone	Ga0505481_16878	591	288	2.66545379708094e-08	72	0	0	0
3300055431 assembled Ga0505481_06408_107_664	null	14-3-3 protein beta/theta/zeta	Ga0505481_06408	558	39	3.82293188526226e-09	10	0	0	0
3300055431 assembled Ga0505481_06016_857_1102	null	hypothetical protein	Ga0505481_06016	246	24	5.33632518318034e-09	11	0	0	0
3300055431 assembled Ga0505481_21423_269_556	null	hypothetical protein	Ga0505481_21423	288	27	5.12787498071235e-09	10	0	0	0
3300055431 assembled Ga0505481_04948_5_760	null	light-harvesting complex II chlorophyll a/b binding protein 1/light-harvesting complex II chlorophyll a/b binding protein 2	Ga0505481_04948	756	974	7.04698445321176e-08	184	0	0	0
3300055431 assembled Ga0505481_24412_2_223	null	MYXO-CTERM domain-containing protein	Ga0505481_24412	222	84	2.06962882104427e-08	52	0	0	0
3300055431 assembled Ga0505481_11072_75_803	null	serine/threonine-protein phosphatase 2B catalytic subunit	Ga0505481_11072	729	58	4.35177684691455e-09	10	0	0	0
3300055431 assembled Ga0505481_17190_173_580	null	hypothetical protein	Ga0505481_17190	408	117	1.56852646468848e-08	26	0	0	0
3300055431 assembled Ga0505481_20237_3_575	null	hypothetical protein	Ga0505481_20237	573	57	5.44109596557262e-09	15	0	0	0
3300055431 assembled Ga0505481_23714_62_511	null	putative redox protein	Ga0505481_23714	450	506	6.15041123612551e-08	115	4	4.86198516689764e-10	0
3300055431 assembled Ga0505481_08455_176_829	null	hypothetical protein	Ga0505481_08455	654	252	2.10760366179737e-08	56	0	0	0
3300055431 assembled Ga0505481_02751_65_1414	null	elongation factor 1-alpha	Ga0505481_02751	1350	414	1.67738488257969e-08	39	0	0	0
3300055431 assembled Ga0505481_02058_92_1024	null	hypothetical protein	Ga0505481_02058	933	746	4.37344164128493e-08	69	6	3.51751338441147e-10	0
3300055431 assembled Ga0505481_07663_101_979	null	glucose-6-phosphate 1-epimerase	Ga0505481_07663	879	266	1.65523215152914e-08	45	0	0	0
3300055431 assembled Ga0505481_22400_5_544	null	hypothetical protein	Ga0505481_22400	540	96	9.72397033379528e-09	25	0	0	0
3300055431 assembled Ga0505481_10140_68_664	null	OOP family OmpA-OmpF porin	Ga0505481_10140	597	735	6.73409377701589e-08	210	0	0	0
3300055431 assembled Ga0505481_15597_14_568	null	hypothetical protein	Ga0505481_15597	555	136	1.34033104600962e-08	30	0	0	0
3300055431 assembled Ga0505481_09854_3_854	null	predicted porin	Ga0505481_09854	852	261	1.67558731764122e-08	45	0	0	0
3300055431 assembled Ga0505481_21180_3_560	null	hypothetical protein	Ga0505481_21180	558	58	5.68538588064643e-09	14	0	0	0
3300055431 assembled Ga0505481_03644_3_1361	null	hypothetical protein	Ga0505481_03644	1359	654	2.63223369135021e-08	43	0	0	0
3300055431 assembled Ga0505481_10529_59_820	null	hypothetical protein	Ga0505481_10529	762	72	5.16825194906442e-09	14	0	0	0
3300055431 assembled Ga0505481_12280_415_669	null	hypothetical protein	Ga0505481_12280	255	60	1.28699607359055e-08	27	0	0	0
3300055431 assembled Ga0505481_00947_173_2140	null	hypothetical protein	Ga0505481_00947	1968	3310	9.19960226892027e-08	111	0	0	0
3300055431 assembled Ga0505481_04086_925_1224	null	hypothetical protein	Ga0505481_04086	300	107	1.95087154821768e-08	48	0	0	0
3300055431 assembled Ga0505481_15021_33_626	null	hypothetical protein	Ga0505481_15021	594	140	1.2891627336471e-08	27	0	0	0
3300055431 assembled Ga0505481_01702_1_168	null	hypothetical protein	Ga0505481_01702	168	2809	9.14552433068e-07	1393	0	0	0
3300055431 assembled Ga0505481_18265_41_409	null	hypothetical protein	Ga0505481_18265	369	76	1.1265575386714e-08	22	0	0	0
3300055431 assembled Ga0505481_16943_385_633	null	3-hydroxybutyryl-CoA dehydrogenase	Ga0505481_16943	249	92	2.02094564166227e-08	49	0	0	0
3300055431 assembled Ga0505481_24516_15_488	null	hypothetical protein	Ga0505481_24516	474	44	5.07738957302601e-09	14	0	0	0
3300055431 assembled Ga0505481_20313_2_205	null	hypothetical protein	Ga0505481_20313	204	23	6.16685618595473e-09	20	28	7.50747709594488e-09	12
